Ride_ID,Customer_ID,Driver_ID,City,Cab_Type,Booking_Time,Trip_Status,Cancellation_Reason,Driver_Rating,Customer_Rating,Distance_km,Fare_Amount,,,
RIDE1408,CUST648,DR31,Mumbai,Mini,2023-02-26 21:00:00,Completed,No Show,3.3,2.4,18.07,427.24,,,
RIDE1409,CUST153,DR41,Mumbai,Mini,2023-01-17 12:00:00,Completed,Traffic Delay,2.6,3.4,19.43,318.35,,,
RIDE1410,CUST262,DR37,Mumbai,SUV,2023-01-30 02:00:00,Completed,None,3,4.2,18.23,695.51,,,
RIDE1411,CUST495,DR55,Chennai,Sedan,2023-03-10 03:00:00,Completed,Driver Late,2.7,4.5,19.12,322.47,,,
RIDE1412,CUST984,DR93,Mumbai,Mini,2023-01-17 11:00:00,Cancelled by Customer,None,4.7,2.3,15.55,793.83,,,
RIDE1413,CUST545,DR15,Bangalore,Sedan,2023-01-04 03:00:00,Completed,Traffic Delay,3.6,3.8,6.41,284.89,,,
RIDE1414,CUST539,DR45,Bangalore,Sedan,2023-01-12 00:00:00,Completed,None,4.3,4.4,8.08,390.42,,,
RIDE1415,CUST310,DR26,Hyderabad,Mini,2023-03-17 19:00:00,Completed,None,4.6,4.1,10.71,162.33,,,
RIDE1416,CUST201,DR68,Chennai,Sedan,2023-01-30 21:00:00,Completed,No Show,2.9,2.3,18.71,520.21,,,
RIDE1417,CUST421,DR25,Delhi,Mini,2023-02-05 10:00:00,Completed,Traffic Delay,4.7,3.7,2.81,390.61,,,
RIDE1418,CUST103,DR35,Chennai,SUV,2023-02-27 22:00:00,Completed,Change of Plans,2.9,4.8,9.29,326.35,,,
RIDE1419,CUST898,DR60,Hyderabad,Mini,2023-01-06 23:00:00,Completed,App Issue,4.3,4.4,16.37,476.14,,,
RIDE1420,CUST882,DR58,Delhi,Sedan,2023-02-06 20:00:00,Completed,None,2.9,3,20.92,59.63,,,
RIDE1421,CUST296,DR91,Hyderabad,SUV,2023-01-17 11:00:00,Cancelled by Customer,None,4.6,4.4,5.63,675.84,,,
RIDE1422,CUST708,DR70,Delhi,Sedan,2023-03-04 04:00:00,Cancelled by Customer,None,4.7,4.1,8.44,775.96,,,
RIDE1423,CUST103,DR25,Delhi,Sedan,2023-02-18 15:00:00,Cancelled by Customer,None,3.2,4.3,5.87,504.36,,,
RIDE1424,CUST157,DR77,Chennai,SUV,2023-02-14 06:00:00,Completed,Driver Late,4.6,4,1.92,409.5,,,
RIDE1425,CUST636,DR40,Delhi,Sedan,2023-02-14 09:00:00,Completed,No Show,3.1,4.9,24.75,650.39,,,
RIDE1426,CUST320,DR34,Chennai,Sedan,2023-02-20 09:00:00,Cancelled by Customer,Change of Plans,3.3,3.9,21.62,581.57,,,
RIDE1427,CUST645,DR54,Hyderabad,SUV,2023-01-27 09:00:00,Completed,App Issue,3.3,2.4,19.83,450.16,,,
RIDE1428,CUST463,DR40,Delhi,Sedan,2023-02-18 04:00:00,Completed,Traffic Delay,3.6,4.3,20.62,446.88,,,
RIDE1429,CUST126,DR52,Bangalore,SUV,2023-02-21 14:00:00,Completed,App Issue,4.5,2.3,12.32,688.74,,,
RIDE1430,CUST644,DR11,Bangalore,SUV,2023-01-31 12:00:00,Completed,None,2.8,3.9,5.87,430.58,,,
RIDE1431,CUST296,DR99,Hyderabad,Sedan,2023-01-10 18:00:00,Completed,None,2.8,4.5,20.71,156.59,,,
RIDE1432,CUST686,DR45,Mumbai,SUV,2023-02-01 06:00:00,Cancelled by Driver,App Issue,4.2,4.8,1.19,59.24,,,
RIDE1433,CUST690,DR43,Chennai,Mini,2023-02-09 17:00:00,Completed,None,5,3.2,10.79,788.86,,,
RIDE1434,CUST860,DR30,Delhi,Mini,2023-03-06 06:00:00,Completed,None,2.5,4.8,9.26,500.03,,,
RIDE1435,CUST518,DR40,Bangalore,SUV,2023-02-19 21:00:00,Completed,None,4.2,5,3.25,786.04,,,
RIDE1436,CUST317,DR34,Delhi,SUV,2023-03-11 20:00:00,Cancelled by Customer,None,2.9,3.1,17.78,339.35,,,
RIDE1437,CUST386,DR17,Delhi,SUV,2023-02-19 15:00:00,Cancelled by Driver,Traffic Delay,4.8,2.3,24.73,673.9,,,
RIDE1438,CUST920,DR56,Hyderabad,Mini,2023-03-01 00:00:00,Cancelled by Customer,None,5,2,15.54,266.47,,,
RIDE1439,CUST390,DR66,Hyderabad,Sedan,2023-02-20 17:00:00,Completed,App Issue,3.2,2.2,13.24,429.77,,,
RIDE1440,CUST260,DR17,Hyderabad,Mini,2023-03-06 04:00:00,Cancelled by Customer,None,4.1,3.8,1.66,767.91,,,
RIDE1441,CUST252,DR16,Bangalore,Mini,2023-03-28 12:00:00,Completed,App Issue,5,4.8,14.44,595.79,,,
RIDE1442,CUST174,DR86,Mumbai,SUV,2023-03-02 05:00:00,Completed,None,4.5,4,13.07,439.53,,,
RIDE1443,CUST426,DR30,Hyderabad,Mini,2023-03-05 07:00:00,Completed,Traffic Delay,5,2.6,13.76,632.47,,,
RIDE1444,CUST821,DR44,Delhi,Sedan,2023-02-27 20:00:00,Completed,None,3.3,2.6,5.84,727.79,,,
RIDE1445,CUST883,DR56,Bangalore,Sedan,2023-03-19 08:00:00,Cancelled by Driver,Traffic Delay,4.8,2.9,1.26,203.76,,,
RIDE1446,CUST284,DR88,Chennai,Mini,2023-02-26 21:00:00,Cancelled by Customer,No Show,3.4,3.4,20.46,99.71,,,
RIDE1447,CUST803,DR72,Mumbai,Sedan,2023-01-21 19:00:00,Cancelled by Customer,No Show,3.8,2.2,9.03,404.55,,,
RIDE1448,CUST821,DR79,Bangalore,SUV,2023-03-12 00:00:00,Completed,None,4.4,4.8,18.21,422,,,
RIDE1449,CUST541,DR24,Delhi,Sedan,2023-01-22 06:00:00,Completed,None,3.3,4.5,18.94,702.89,,,
RIDE1450,CUST598,DR41,Bangalore,Mini,2023-01-10 00:00:00,Completed,No Show,3.8,4.1,17.78,753.8,,,
RIDE1451,CUST399,DR71,Delhi,Mini,2023-02-25 04:00:00,Cancelled by Customer,Driver Late,2.9,4.8,16.94,252.89,,,
RIDE1452,CUST934,DR32,Chennai,SUV,2023-02-18 03:00:00,Completed,None,4.4,2.3,13.94,253.43,,,
RIDE1453,CUST472,DR14,Delhi,Sedan,2023-03-18 03:00:00,Completed,None,3.9,3.1,23.98,184.65,,,
RIDE1454,CUST379,DR63,Bangalore,SUV,2023-03-17 10:00:00,Completed,None,3.1,3.8,23.12,622.99,,,
RIDE1455,CUST854,DR36,Mumbai,SUV,2023-02-20 05:00:00,Cancelled by Customer,App Issue,3.4,2.9,13.75,764.54,,,
RIDE1456,CUST257,DR20,Bangalore,SUV,2023-01-04 18:00:00,Completed,None,3,4.3,24.26,530.7,,,
RIDE1457,CUST416,DR33,Delhi,SUV,2023-01-30 17:00:00,Cancelled by Customer,Traffic Delay,4.5,2.1,18.03,368.23,,,
RIDE1458,CUST286,DR46,Mumbai,Mini,2023-03-20 09:00:00,Completed,None,4.8,3.7,15.5,782.87,,,
RIDE1459,CUST998,DR23,Chennai,Mini,2023-01-02 14:00:00,Completed,Change of Plans,4.3,4.9,14.32,791.74,,,
RIDE1460,CUST626,DR54,Mumbai,Mini,2023-01-08 04:00:00,Completed,None,2.7,4.4,5.47,53.44,,,
RIDE1461,CUST607,DR15,Hyderabad,Mini,2023-01-28 04:00:00,Completed,Traffic Delay,2.7,3.5,14.24,200.89,,,
RIDE1462,CUST524,DR89,Delhi,Mini,2023-02-01 09:00:00,Completed,Driver Late,4.9,2.8,14.53,162.39,,,
RIDE1463,CUST223,DR17,Delhi,Sedan,2023-02-21 19:00:00,Completed,None,4.9,3.6,15.78,488.79,,,
RIDE1464,CUST368,DR21,Hyderabad,SUV,2023-02-15 01:00:00,Cancelled by Driver,None,4.5,3.6,24.49,172.72,,,
RIDE1465,CUST302,DR74,Chennai,Mini,2023-03-12 03:00:00,Completed,None,2.7,4.8,17.12,314.96,,,
RIDE1466,CUST934,DR35,Bangalore,SUV,2023-01-19 23:00:00,Cancelled by Driver,Traffic Delay,4.4,4.7,22.59,199.17,,,
RIDE1467,CUST183,DR94,Delhi,Mini,2023-02-04 12:00:00,Completed,None,4.7,3.1,21.84,250.31,,,
RIDE1468,CUST607,DR22,Hyderabad,Mini,2023-02-07 06:00:00,Cancelled by Customer,Driver Late,3.2,3.9,10.98,479.01,,,
RIDE1469,CUST883,DR15,Mumbai,SUV,2023-02-27 16:00:00,Cancelled by Driver,Traffic Delay,4.2,2.6,9.5,378.23,,,
RIDE1470,CUST189,DR63,Chennai,SUV,2023-03-23 14:00:00,Cancelled by Driver,Driver Late,4.6,2.6,5.52,199.96,,,
RIDE1471,CUST293,DR37,Mumbai,Mini,2023-03-25 04:00:00,Completed,None,4.9,2.3,12.65,538.21,,,
RIDE1472,CUST471,DR20,Bangalore,Sedan,2023-01-08 21:00:00,Cancelled by Customer,None,5,3.5,1.99,235.8,,,
RIDE1473,CUST818,DR58,Delhi,SUV,2023-01-22 00:00:00,Cancelled by Driver,None,3.4,2.7,20.33,75.55,,,
RIDE1474,CUST797,DR72,Mumbai,Mini,2023-02-20 14:00:00,Cancelled by Driver,App Issue,4.8,3.6,2.97,634.44,,,
RIDE1475,CUST176,DR11,Delhi,Mini,2023-03-05 19:00:00,Completed,None,3.2,3.4,4.92,510.52,,,
RIDE1476,CUST910,DR18,Mumbai,Mini,2023-02-04 07:00:00,Completed,Change of Plans,4,3.7,3.96,763.92,,,
RIDE1477,CUST874,DR53,Chennai,Sedan,2023-02-08 16:00:00,Cancelled by Driver,Traffic Delay,4.9,2.1,18.53,412.7,,,
RIDE1478,CUST199,DR48,Bangalore,SUV,2023-02-08 21:00:00,Cancelled by Driver,None,2.5,3.1,16.26,73.44,,,
RIDE1479,CUST867,DR77,Bangalore,Sedan,2023-02-17 12:00:00,Cancelled by Driver,None,4.4,3.4,2.53,76.13,,,
RIDE1480,CUST213,DR18,Chennai,Mini,2023-01-06 13:00:00,Completed,None,3.2,2.4,22.62,629.52,,,
RIDE1481,CUST685,DR50,Hyderabad,Mini,2023-03-29 17:00:00,Cancelled by Driver,None,2.9,2.4,3.2,264.12,,,
RIDE1482,CUST139,DR64,Bangalore,Sedan,2023-01-29 12:00:00,Completed,Traffic Delay,4.2,2.3,20.64,693.63,,,
RIDE1483,CUST754,DR66,Delhi,Mini,2023-03-19 04:00:00,Completed,None,2.6,3.5,20.23,609.52,,,
RIDE1484,CUST121,DR69,Mumbai,Sedan,2023-02-03 22:00:00,Completed,None,4.5,4.3,10.09,356.41,,,
RIDE1485,CUST226,DR95,Bangalore,Sedan,2023-02-18 20:00:00,Completed,None,4,2,6.69,626.64,,,
RIDE1486,CUST232,DR63,Mumbai,Mini,2023-01-04 07:00:00,Cancelled by Customer,None,4.2,4.4,15.1,180.79,,,
RIDE1487,CUST318,DR58,Hyderabad,SUV,2023-01-09 10:00:00,Completed,Traffic Delay,3.1,4.4,16.45,520.18,,,
RIDE1488,CUST890,DR17,Bangalore,SUV,2023-02-22 04:00:00,Completed,None,4.1,3.8,14.19,114.5,,,
RIDE1489,CUST880,DR33,Chennai,SUV,2023-03-12 19:00:00,Completed,None,4.2,4.8,12.64,350.06,,,
RIDE1490,CUST169,DR23,Mumbai,Sedan,2023-02-22 02:00:00,Completed,None,4.4,2.4,12.45,299.72,,,
RIDE1491,CUST135,DR94,Chennai,SUV,2023-03-12 02:00:00,Completed,None,4.6,2.7,8.83,241.58,,,
RIDE1492,CUST196,DR70,Hyderabad,Mini,2023-03-06 19:00:00,Completed,None,4.5,2.1,12.54,670.17,,,
RIDE1493,CUST478,DR10,Chennai,Sedan,2023-03-29 06:00:00,Completed,App Issue,3.8,4.8,8.2,235.84,,,
RIDE1494,CUST730,DR40,Bangalore,Mini,2023-02-22 08:00:00,Completed,None,4.6,2.7,15.87,750.95,,,
RIDE1495,CUST400,DR66,Hyderabad,SUV,2023-03-06 13:00:00,Completed,Change of Plans,2.8,3.8,6.84,697.3,,,
RIDE1496,CUST970,DR68,Hyderabad,Sedan,2023-02-18 14:00:00,Completed,None,4.5,4.1,3.26,88.79,,,
RIDE1497,CUST365,DR71,Delhi,Mini,2023-02-28 04:00:00,Completed,None,4.5,4.4,1.14,430.19,,,
RIDE1498,CUST501,DR26,Delhi,Sedan,2023-01-20 14:00:00,Cancelled by Customer,App Issue,3.9,3.1,12.51,541.56,,,
RIDE1499,CUST411,DR98,Mumbai,Sedan,2023-02-13 03:00:00,Completed,App Issue,3.5,4.3,1.57,368.73,,,
RIDE1500,CUST464,DR51,Chennai,SUV,2023-02-26 09:00:00,Completed,Driver Late,4.7,4.7,8.16,99.27,,,
RIDE1501,CUST260,DR25,Bangalore,SUV,2023-02-10 07:00:00,Completed,App Issue,4.8,3.4,2.64,271.63,,,
RIDE1502,CUST353,DR52,Bangalore,Sedan,2023-01-15 21:00:00,Completed,App Issue,4.3,3.5,2.11,445.86,,,
RIDE1503,CUST466,DR44,Chennai,Mini,2023-01-28 19:00:00,Cancelled by Driver,None,2.9,4.5,15.59,362.11,,,
RIDE1504,CUST535,DR51,Hyderabad,SUV,2023-01-16 12:00:00,Cancelled by Customer,None,3.5,2.3,11.93,362.14,,,
RIDE1505,CUST360,DR78,Chennai,SUV,2023-02-12 23:00:00,Cancelled by Driver,None,3.4,2.1,4.63,158.51,,,
RIDE1506,CUST201,DR72,Hyderabad,SUV,2023-02-17 17:00:00,Completed,None,2.7,2.9,6.42,524.09,,,
RIDE1507,CUST468,DR71,Delhi,Sedan,2023-02-27 03:00:00,Completed,App Issue,2.9,2,10.74,696.27,,,
RIDE1508,CUST942,DR51,Chennai,Sedan,2023-01-04 17:00:00,Completed,Change of Plans,4.2,2.7,16.46,267.03,,,
RIDE1509,CUST283,DR96,Mumbai,Sedan,2023-01-23 11:00:00,Completed,None,4.3,3.2,15.58,265.83,,,
RIDE1510,CUST810,DR21,Chennai,Sedan,2023-02-06 04:00:00,Completed,None,3.9,3.4,14.06,414.57,,,
RIDE1511,CUST639,DR64,Mumbai,Sedan,2023-01-02 16:00:00,Completed,Traffic Delay,3.1,3.1,3.34,400.48,,,
RIDE1512,CUST442,DR63,Bangalore,Sedan,2023-01-31 19:00:00,Completed,None,4.3,2.1,8.59,740.94,,,
RIDE1513,CUST220,DR54,Chennai,SUV,2023-03-23 02:00:00,Completed,Driver Late,5,4.8,11.97,288.28,,,
RIDE1514,CUST843,DR40,Mumbai,SUV,2023-02-21 00:00:00,Completed,Change of Plans,4.7,4.4,20.44,173.18,,,
RIDE1515,CUST777,DR38,Bangalore,SUV,2023-02-08 16:00:00,Cancelled by Driver,None,3.5,4.6,21.54,622.25,,,
RIDE1516,CUST932,DR90,Delhi,SUV,2023-03-26 20:00:00,Completed,Driver Late,2.9,4.3,2.15,247.1,,,
RIDE1517,CUST906,DR30,Bangalore,Sedan,2023-02-08 12:00:00,Cancelled by Driver,Driver Late,3.9,4.5,6.24,556.09,,,
RIDE1518,CUST665,DR61,Chennai,Mini,2023-03-07 21:00:00,Cancelled by Driver,Change of Plans,2.9,2.6,22.05,656.65,,,
RIDE1519,CUST992,DR85,Hyderabad,Sedan,2023-01-17 05:00:00,Completed,App Issue,3.1,3.4,5.25,251.16,,,
RIDE1520,CUST426,DR69,Chennai,Mini,2023-03-09 09:00:00,Cancelled by Customer,Traffic Delay,4,4.3,8.44,310.14,,,
RIDE1521,CUST475,DR64,Bangalore,SUV,2023-01-11 15:00:00,Completed,None,4.7,3.3,7.09,227.67,,,
RIDE1522,CUST423,DR78,Bangalore,Mini,2023-01-30 12:00:00,Completed,Traffic Delay,4.4,3.9,5.9,207.54,,,
RIDE1523,CUST735,DR47,Bangalore,Mini,2023-03-18 14:00:00,Cancelled by Customer,Change of Plans,3,3.8,16.74,528.3,,,
RIDE1524,CUST808,DR19,Delhi,Mini,2023-03-23 00:00:00,Completed,Change of Plans,2.7,3.8,17.55,236.53,,,
RIDE1525,CUST924,DR12,Mumbai,Mini,2023-01-01 09:00:00,Cancelled by Customer,App Issue,3.7,3.9,7.15,260.58,,,
RIDE1526,CUST927,DR64,Mumbai,Mini,2023-02-03 05:00:00,Completed,Change of Plans,4.1,4.2,15.92,181.89,,,
RIDE1527,CUST453,DR57,Chennai,Sedan,2023-02-06 12:00:00,Completed,Driver Late,4,4.5,18.14,556.41,,,
RIDE1528,CUST271,DR84,Delhi,Mini,2023-02-12 20:00:00,Completed,No Show,3.3,4.8,8.21,322.87,,,
RIDE1529,CUST994,DR50,Chennai,Mini,2023-02-12 07:00:00,Cancelled by Customer,Change of Plans,2.8,3,1.59,707.85,,,
RIDE1530,CUST300,DR34,Mumbai,Sedan,2023-03-18 00:00:00,Cancelled by Customer,Change of Plans,4.3,3.8,20.97,481.37,,,
RIDE1531,CUST593,DR75,Chennai,Sedan,2023-01-16 13:00:00,Cancelled by Customer,Traffic Delay,4.8,2.7,13.73,274.76,,,
RIDE1532,CUST942,DR30,Chennai,Mini,2023-01-10 07:00:00,Completed,None,2.7,3.7,12.89,418.74,,,
RIDE1533,CUST589,DR10,Chennai,Sedan,2023-02-22 14:00:00,Completed,App Issue,3.4,4.3,24.05,118.45,,,
RIDE1534,CUST978,DR81,Bangalore,Sedan,2023-03-17 02:00:00,Cancelled by Customer,Driver Late,4.1,2.7,8.19,255.31,,,
RIDE1535,CUST803,DR91,Delhi,Sedan,2023-02-05 12:00:00,Completed,No Show,4.9,4.7,6.81,729.37,,,
RIDE1536,CUST762,DR49,Chennai,Sedan,2023-01-03 14:00:00,Completed,Driver Late,4.6,2.8,3.29,78.21,,,
RIDE1537,CUST408,DR29,Delhi,Mini,2023-02-21 16:00:00,Completed,App Issue,4.2,3.9,15.83,133.68,,,
RIDE1538,CUST410,DR60,Mumbai,Sedan,2023-01-29 16:00:00,Completed,Traffic Delay,3.6,3.5,3.17,420.34,,,
RIDE1539,CUST642,DR74,Bangalore,SUV,2023-03-03 20:00:00,Completed,None,3.1,2.5,13.49,476.06,,,
RIDE1540,CUST585,DR84,Delhi,SUV,2023-03-10 01:00:00,Completed,None,3.5,2.3,10.65,756.25,,,
RIDE1541,CUST200,DR11,Mumbai,Sedan,2023-01-22 06:00:00,Cancelled by Customer,None,3.9,3.6,9.95,57.43,,,
RIDE1542,CUST484,DR42,Hyderabad,SUV,2023-01-17 00:00:00,Completed,Traffic Delay,2.7,4.8,15.11,555.06,,,
RIDE1543,CUST715,DR81,Chennai,SUV,2023-01-17 20:00:00,Completed,Traffic Delay,3,5,6.64,614.4,,,
RIDE1544,CUST766,DR91,Hyderabad,SUV,2023-01-22 13:00:00,Completed,Traffic Delay,3.6,2.1,7.99,554.26,,,
RIDE1545,CUST873,DR85,Hyderabad,Sedan,2023-01-20 19:00:00,Completed,Traffic Delay,2.6,3,9.48,448.65,,,
RIDE1546,CUST190,DR67,Chennai,Mini,2023-03-25 08:00:00,Completed,No Show,4,3.8,5.37,313.14,,,
RIDE1547,CUST976,DR52,Chennai,Sedan,2023-03-11 12:00:00,Completed,None,4.7,3.3,15.03,433.78,,,
RIDE1548,CUST424,DR61,Mumbai,SUV,2023-03-20 21:00:00,Cancelled by Customer,None,5,3.4,6.7,539.19,,,
RIDE1549,CUST179,DR52,Bangalore,Mini,2023-03-02 20:00:00,Completed,Change of Plans,4.7,3,22.35,770.02,,,
RIDE1550,CUST295,DR90,Hyderabad,SUV,2023-01-30 17:00:00,Completed,None,4.2,4.9,9.46,88.4,,,
RIDE1551,CUST970,DR94,Mumbai,Sedan,2023-01-04 10:00:00,Cancelled by Customer,No Show,3.1,4.7,5.16,477.79,,,
RIDE1552,CUST910,DR35,Hyderabad,Mini,2023-02-18 16:00:00,Completed,None,3.2,3.3,10.81,475.53,,,
RIDE1553,CUST360,DR67,Bangalore,SUV,2023-03-21 05:00:00,Completed,None,3.6,3.1,8.97,640,,,
RIDE1554,CUST610,DR76,Chennai,SUV,2023-03-27 08:00:00,Completed,Change of Plans,3,3.5,2.18,434.74,,,
RIDE1555,CUST554,DR75,Bangalore,Sedan,2023-01-03 02:00:00,Completed,Driver Late,2.9,3.3,18.74,483.24,,,
RIDE1556,CUST545,DR50,Chennai,Sedan,2023-01-29 12:00:00,Completed,No Show,4.9,3.3,16.18,738.06,,,
RIDE1557,CUST784,DR83,Bangalore,SUV,2023-01-30 20:00:00,Completed,App Issue,3.1,2.7,24.75,760.8,,,
RIDE1558,CUST279,DR57,Chennai,Sedan,2023-03-03 05:00:00,Cancelled by Driver,None,4.5,2.5,11.76,701.63,,,
RIDE1559,CUST902,DR33,Chennai,SUV,2023-01-19 16:00:00,Cancelled by Customer,None,4.6,4.6,22.45,400.67,,,
RIDE1560,CUST559,DR96,Chennai,Sedan,2023-02-06 16:00:00,Completed,Driver Late,5,4.7,16.29,431.52,,,
RIDE1561,CUST985,DR11,Mumbai,Sedan,2023-01-21 07:00:00,Completed,Change of Plans,3.8,2.8,17.8,99.41,,,
RIDE1562,CUST170,DR99,Hyderabad,SUV,2023-03-17 23:00:00,Completed,Driver Late,2.6,2.8,20.84,522.74,,,
RIDE1563,CUST756,DR43,Mumbai,Mini,2023-03-28 17:00:00,Completed,No Show,4.5,2.1,8.31,232.31,,,
RIDE1564,CUST661,DR49,Mumbai,Sedan,2023-03-07 14:00:00,Completed,No Show,4.6,3.2,18.23,590.76,,,
RIDE1565,CUST169,DR27,Bangalore,SUV,2023-01-11 09:00:00,Completed,None,3.9,4,17.2,134.3,,,
RIDE1566,CUST568,DR64,Mumbai,SUV,2023-01-29 01:00:00,Completed,None,3,2,24.08,510.51,,,
RIDE1567,CUST531,DR71,Bangalore,Sedan,2023-01-19 05:00:00,Completed,None,4.2,4.2,12.28,798.68,,,
RIDE1568,CUST668,DR95,Hyderabad,Sedan,2023-02-02 02:00:00,Cancelled by Driver,No Show,3.7,4.2,23.52,718.13,,,
RIDE1569,CUST296,DR23,Hyderabad,SUV,2023-01-12 03:00:00,Completed,App Issue,2.7,4.7,12.5,168.71,,,
RIDE1570,CUST518,DR70,Chennai,Mini,2023-03-24 16:00:00,Completed,None,3.2,3.2,5.79,623.49,,,
RIDE1571,CUST886,DR84,Delhi,SUV,2023-02-14 21:00:00,Completed,Driver Late,4.2,4.3,4.89,771.51,,,
RIDE1572,CUST205,DR14,Mumbai,Mini,2023-01-10 19:00:00,Completed,None,4.8,3.5,7.01,394.47,,,
RIDE1573,CUST381,DR63,Delhi,Sedan,2023-01-17 04:00:00,Completed,Driver Late,4.3,4,13.08,229.13,,,
RIDE1574,CUST201,DR21,Hyderabad,Mini,2023-02-01 18:00:00,Cancelled by Driver,None,5,4.2,1.05,375.92,,,
RIDE1575,CUST916,DR53,Bangalore,SUV,2023-03-19 00:00:00,Cancelled by Customer,Traffic Delay,2.9,3.5,19.59,315.65,,,
RIDE1576,CUST523,DR13,Bangalore,SUV,2023-01-26 23:00:00,Cancelled by Driver,Driver Late,2.9,3.2,22.99,147.92,,,
RIDE1577,CUST759,DR61,Mumbai,SUV,2023-02-22 04:00:00,Cancelled by Customer,None,3.1,2.9,20.79,171.05,,,
RIDE1578,CUST576,DR10,Chennai,Mini,2023-01-25 01:00:00,Completed,None,4.8,4.5,8.43,501.09,,,
RIDE1579,CUST436,DR76,Chennai,Mini,2023-03-30 10:00:00,Cancelled by Driver,Change of Plans,4.3,4.3,6.91,248.61,,,
RIDE1580,CUST757,DR92,Mumbai,Sedan,2023-01-19 02:00:00,Completed,Driver Late,2.9,3.4,11.59,393.16,,,
RIDE1581,CUST802,DR38,Bangalore,SUV,2023-02-01 19:00:00,Cancelled by Customer,None,3.4,2.8,23.39,165.09,,,
RIDE1582,CUST582,DR58,Chennai,Mini,2023-02-25 09:00:00,Completed,Traffic Delay,3.1,4.4,2.66,256.71,,,
RIDE1583,CUST606,DR78,Bangalore,Sedan,2023-02-26 14:00:00,Cancelled by Customer,None,3.3,3.8,9.57,314.66,,,
RIDE1584,CUST586,DR13,Chennai,Sedan,2023-01-19 14:00:00,Cancelled by Customer,No Show,2.6,4.1,9.47,765.4,,,
RIDE1585,CUST411,DR66,Hyderabad,Mini,2023-03-26 01:00:00,Completed,None,3.9,3.4,14.69,278.51,,,
RIDE1586,CUST715,DR95,Mumbai,Sedan,2023-02-25 11:00:00,Completed,None,3.8,4.8,3.6,266.58,,,
RIDE1587,CUST947,DR41,Bangalore,SUV,2023-01-11 08:00:00,Cancelled by Customer,No Show,2.8,4.9,18.69,81.64,,,
RIDE1588,CUST485,DR48,Mumbai,SUV,2023-01-07 21:00:00,Completed,Change of Plans,4.3,4.7,12.88,643.33,,,
RIDE1589,CUST375,DR30,Bangalore,SUV,2023-02-26 14:00:00,Completed,Driver Late,4,4.6,9.53,110.1,,,
RIDE1590,CUST438,DR25,Chennai,Sedan,2023-02-12 11:00:00,Cancelled by Driver,Traffic Delay,4.1,2.2,5.28,685.49,,,
RIDE1591,CUST805,DR22,Mumbai,SUV,2023-01-23 13:00:00,Completed,None,3.1,4.2,5.46,588.18,,,
RIDE1592,CUST255,DR10,Chennai,Sedan,2023-02-01 14:00:00,Completed,App Issue,4.8,4.3,15.42,208.82,,,
RIDE1593,CUST461,DR58,Delhi,Sedan,2023-03-30 16:00:00,Cancelled by Customer,App Issue,3.5,4.9,6.03,489.22,,,
RIDE1594,CUST404,DR52,Mumbai,SUV,2023-02-03 04:00:00,Cancelled by Driver,None,2.5,3.3,13.9,476.93,,,
RIDE1595,CUST792,DR20,Delhi,Mini,2023-01-06 17:00:00,Completed,Traffic Delay,4.8,2.2,8.23,233.62,,,
RIDE1596,CUST321,DR22,Mumbai,Sedan,2023-02-26 09:00:00,Completed,None,4.9,2.3,1.91,336.81,,,
RIDE1597,CUST217,DR38,Mumbai,SUV,2023-03-20 03:00:00,Cancelled by Customer,None,4.1,2.9,23.81,265.1,,,
RIDE1598,CUST209,DR39,Hyderabad,SUV,2023-01-03 20:00:00,Cancelled by Driver,None,3.6,5,12.31,788.97,,,
RIDE1599,CUST821,DR30,Delhi,Sedan,2023-03-29 12:00:00,Cancelled by Driver,None,4.8,4,8.27,410.22,,,
RIDE1600,CUST205,DR92,Chennai,Sedan,2023-03-03 09:00:00,Completed,Change of Plans,4.9,4.3,12.93,530.79,,,
RIDE1601,CUST128,DR33,Delhi,Mini,2023-01-09 12:00:00,Completed,None,2.5,3.8,14.69,104.08,,,
RIDE1602,CUST947,DR82,Hyderabad,Sedan,2023-01-02 18:00:00,Completed,No Show,3.8,3.9,13.47,54.4,,,
RIDE1603,CUST913,DR51,Hyderabad,Mini,2023-03-21 10:00:00,Completed,None,3.3,2.2,21.56,476.09,,,
RIDE1604,CUST718,DR83,Bangalore,SUV,2023-02-01 16:00:00,Completed,None,3.5,4.1,20.45,235.38,,,
RIDE1605,CUST296,DR92,Bangalore,Mini,2023-03-25 02:00:00,Completed,None,3.5,4,11.54,537.17,,,
RIDE1606,CUST496,DR88,Mumbai,Sedan,2023-03-22 15:00:00,Cancelled by Driver,Driver Late,4.1,2.5,21.08,249.58,,,
RIDE1607,CUST151,DR95,Delhi,Mini,2023-02-07 11:00:00,Completed,None,3.2,3.8,16.62,461.98,,,
RIDE1608,CUST408,DR50,Chennai,Mini,2023-01-15 23:00:00,Cancelled by Customer,Traffic Delay,4.5,2.5,3.65,313.4,,,
RIDE1609,CUST188,DR91,Bangalore,Mini,2023-03-13 15:00:00,Cancelled by Driver,Driver Late,4,2.6,20.96,203.96,,,
RIDE1610,CUST956,DR73,Delhi,Sedan,2023-01-12 16:00:00,Cancelled by Customer,Change of Plans,4.7,3,11.62,349,,,
RIDE1611,CUST510,DR53,Chennai,Mini,2023-03-20 15:00:00,Completed,No Show,3.3,3.3,5.29,61.47,,,
